"type""17年""18年""19年""20年""21年""22年""23年""24年""25年""26年""27年"
"酒酔い""657""565""396""336""304""254""250""240""212""270""238"
"酒気帯び(0.25以上)""7235""6055""3959""3351""3191""3185""2786""2655""2528""2421""2189"
"酒気帯び(0.25未満)""2087""1743""1248""1019""943""892""826""703""636""571""565"
"基準以下""2631""2369""1432""1188""1024""1025""961""835""787""722""697"
"検知不能""1268""895""527""325""264""205""207""172""171""171""175"
"飲酒なし""868594""826490""778888""716794""691859""681835""650477""625648""591915""539753""505882"
"調査不能""1258""975""781""600""544""515""460""472""409""371""304"
